0,,わたしの遺志を――,My legacy—,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,5,,
0,,僕？　僕に言ってるのかい？,Me? Are you talking to me?,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,6,,
0,,ああ,Yes.,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,7,,
0,,あんたの遺志なんて知るもんか,I don't give a shit about your legacy!,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,8,,
0,,"あんたは――友達の仇だ
僕は仇が討てて満足さ","You're— the enemy of my friend.
I'm satisfied with avenging her.",ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,9,,
0,,クラウス――,Klaus――,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,10,,
0,,嗚呼、哀れ――,"Ah, how pitiful—",ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,11,,
0,,哀れ,Pitiful...,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,12,,
0,,小さき者,Little one...,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,13,,
0,,大界を,Of the grand world...,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,14,,
0,,知らず――,You know nothing...,ui\00_message\event\st0418\ev025.gmd,\event\st0418\st0418ev025.arc,st0418ev025.arc,15,,
0,,新人覚者だな――,Are you a new Arisen—,ui\00_message\event\st0418\ev030.gmd,\event\st0418\st0418ev030.arc,st0418ev030.arc,0,,
0,,目指す相手はこの先にいる,The one you're aiming for is up ahead.,ui\00_message\event\st0418\ev030.gmd,\event\st0418\st0418ev030.arc,st0418ev030.arc,1,,
0,,やあ、君か――,"Hey there, it's you—",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,0,,
0,,"ここに来たのは
もちろん、アレを探して――だよね？","Of course,
you came here to search for 'that,' right?",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,1,,
0,,"僕もジョゼフさまから聞いたよ
《竜王の指輪》のこと","I heard about it from Master Joseph too,
the 'Wyrm King's Ring.'",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,2,,
0,,"失われた魔器――それも３００年前だろ
ディアマンテスが絡んでるに違いないよ","A magical artifact...
that was lost 300 years ago, wasn't it?
Diamantes must be involved in it.",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,3,,
0,,"そう考えてるんだけどさ
問題は、それを何に使ったか――","I think so too, but the problem is,
what was it used for...?",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,4,,
0,,"さて、これからする話は
僕の単なる推測さ","Now, what I'm about to say is purely speculation.",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,5,,
0,,"この場所、《古の祭祀場》は強い竜力が
渦巻く場所だということは知ってるよね","Do you know that this place,
the ""Ancient Ritual Ground,""
is a place where Dragon Force circulates?",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,6,,
0,,その強い竜力は魔物を引き寄せるだけじゃなく――,"That strong Dragon Force
not only attracts enemies, but...",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,7,,
0,,"君たち覚者の力を高める可能性だって
あると思うんだ","I think it has the potential to enhance
your power as Arisen.",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,8,,
0,,"ほら、結晶化した竜力はオーブになったり
武具の材料にだってなるだろ？","See, crystallized Dragon Force can become orbs
or materials for equipment, right?",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,9,,
0,,"きっと、それは３００年前も今も
同じなんじゃないかな","I'm sure that hasn't changed in 300 years,
even to this day.",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,10,,
0,,だから、気をつけるんだ――,"So, be careful...",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,11,,
0,,"《竜王の指輪》がそういうことに使われたなら
とてつもない危険が待ってるのかも――","If the 'Wyrm King's Ring' was used
for something like that, there may be
incredible danger waiting ahead...",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,12,,
0,,"僕はこれで帰るけど、どうか無事で
また神殿で会おう","I'll be leaving now, stay safe
and may we meet again at the Temple.",ui\00_message\event\st0419\ev000.gmd,\event\st0419\st0419ev000.arc,st0419ev000.arc,13,,
0,,ああ――おまえもか,Ah... You too?,ui\00_message\event\st0421\ev000.gmd,\event\st0421\st0421ev000.arc,st0421ev000.arc,0,,
0,,"やはり覚者どうしだな
お互い、ここに引き寄せられたというわけだ","Indeed, it seems we Arisen
have been drawn together here.
It's as if we've been ensnared in this place.",ui\00_message\event\st0421\ev000.gmd,\event\st0421\st0421ev000.arc,st0421ev000.arc,1,,
0,,"強く感じる、このメルゴダからの
禍々しい波動――","I feel strongly, this ominous wave coming from Mergoda...",ui\00_message\event\st0421\ev000.gmd,\event\st0421\st0421ev000.arc,st0421ev000.arc,2,,
0,,この先に、どのような運命が待ち受けていようと,"No matter what fate awaits us ahead,",ui\00_message\event\st0421\ev000.gmd,\event\st0421\st0421ev000.arc,st0421ev000.arc,3,,
0,,決して恐れずに立ち向かうんだ,Never face it with fear.,ui\00_message\event\st0421\ev000.gmd,\event\st0421\st0421ev000.arc,st0421ev000.arc,4,,
0,,そうすることで見えるものもあるはずだ,"If you do, you might miss something.",ui\00_message\event\st0421\ev000.gmd,\event\st0421\st0421ev000.arc,st0421ev000.arc,5,,
0,,死ぬなよ,Don't die.,ui\00_message\event\st0421\ev000.gmd,\event\st0421\st0421ev000.arc,st0421ev000.arc,6,,
0,,"なまじろき竜の覚者よ
朽ちた世界を守る無意味さを――","Arisen of the White Dragon...
The futility of protecting a decaying world...",ui\00_message\event\st0422\ev000.gmd,\event\st0422\st0422ev000.arc,st0422ev000.arc,0,,
0,,"我が領域に踏み入る愚かさを――
その身に焼き付けるがよい","And the foolishness of stepping into my domain...
may it be seared into your very being.",ui\00_message\event\st0422\ev000.gmd,\event\st0422\st0422ev000.arc,st0422ev000.arc,1,,
0,,"この世界を統べる我が力は
指輪の力だけではない","My power that governs this world
isn't merely in the power of the ring.",ui\00_message\event\st0422\ev000.gmd,\event\st0422\st0422ev000.arc,st0422ev000.arc,2,,
0,,壊せるものなら壊してみよ！！！,"If you can break it, try it!!!!",ui\00_message\event\st0422\ev000.gmd,\event\st0422\st0422ev000.arc,st0422ev000.arc,3,,
0,,我をうち倒すとは見事だ――,"Impressive, you defeated me...",ui\00_message\event\st0422\ev005.gmd,\event\st0422\st0422ev005.arc,st0422ev005.arc,0,,
0,,"だが、黄金に輝く《竜王の指輪》は
我が不滅の輝きに姿を変えて久しい","But the golden 'Wyrm King's Ring' has long
transformed into my immortal radiance.",ui\00_message\event\st0422\ev005.gmd,\event\st0422\st0422ev005.arc,st0422ev005.arc,1,,
0,,我は何度でも蘇ろう――,I will return as many times as I want...,ui\00_message\event\st0422\ev005.gmd,\event\st0422\st0422ev005.arc,st0422ev005.arc,2,,
0,,"指輪探しにうつつを抜かしながら
貴様たちは扉を開いたのだ――","While you were busy looking for the Ring,
I opened the door...",ui\00_message\event\st0422\ev005.gmd,\event\st0422\st0422ev005.arc,st0422ev005.arc,3,,
0,,"混沌へと続く無限の扉を――
楽しみだな――また会おうぞ","Endless doors leading to chaos...
I'm looking forward to it... We'll see you soon.",ui\00_message\event\st0422\ev005.gmd,\event\st0422\st0422ev005.arc,st0422ev005.arc,4,,
0,,へぇ～,Oh.,ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,0,,
0,,――が、まだまだだな,...You've got a long way to go.,ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,1,,
0,,"ん？　どうした？
ああ、力が抜けていく――か","Huh? What's wrong?
Ah, your strength is leaving you... isn't it?",ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,2,,
0,,"おまえの初陣はこれで終わりだ
つまり、白竜の加護もここまで","Your first battle ends here.
Or rather, the White Dragon's blessing ends here.",ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,3,,
0,,"あとは自分の力で強くなり――
さっきの力を掴み取るしかない","After this, you must gain you own strength...
There's no other way to regain the power
you've just felt.",ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,4,,
0,,きっびしー,That's harsh.,ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,5,,
0,,加えて――いや、あとは神殿で話そう,"Oh, also... actually no,
let's talk back at the temple.",ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,6,,
0,,あーらら,"Oh my,",ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,7,,
0,,"お気に入りにされたみたい
こき使われちゃうなあ、これは","He's taken a liking to you.
This one's going to be used and abused!",ui\00_message\event\st0423\ev005.gmd,\event\st0423\st0423ev005.arc,st0423ev005.arc,8,,
0,,"おーいー
祝福のはじまりだ！","Hey, it's the beginning of a blessing!",ui\00_message\event\st0424\ev000.gmd,\event\st0424\st0424ev000.arc,st0424ev000.arc,0,,
0,,さぁ、不死身のおれとざんざか殺り合おう,"Now, let's clash, you and me, the invulnerable
one.",ui\00_message\event\st0424\ev000.gmd,\event\st0424\st0424ev000.arc,st0424ev000.arc,1,,
0,,貧相な覚者ども,Pathetic Arisen...,ui\00_message\event\st0424\ev000.gmd,\event\st0424\st0424ev000.arc,st0424ev000.arc,2,,
0,,めいっぱい楽しんでくれよ,Enjoy yourselves to the fullest!,ui\00_message\event\st0424\ev000.gmd,\event\st0424\st0424ev000.arc,st0424ev000.arc,3,,
0,,命が――おれの命が――,Life—my life—,ui\00_message\event\st0424\ev005.gmd,\event\st0424\st0424ev005.arc,st0424ev005.arc,0,,
0,,"イヤだ――
また死にたくない――",I don't want to die again—,ui\00_message\event\st0424\ev005.gmd,\event\st0424\st0424ev005.arc,st0424ev005.arc,1,,
0,,オオオオ――おれは不死身だろうに――,Ugh... I should be invulnerable...,ui\00_message\event\st0424\ev005.gmd,\event\st0424\st0424ev005.arc,st0424ev005.arc,2,,
0,,,,ui\00_message\event\st0430\ev000.gmd,\event\st0430\st0430ev000.arc,st0430ev000.arc,0,,
0,,俺たちは新たな力を手に入れた,We have obtained a new power.,ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,0,,
0,,"この力を合わせて黒騎士と戦えば
きっと倒せるだろう","If we combine this power and fight the Black
Knight, we can surely defeat him.",ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,1,,
0,,"クラウスの伝言だよ
レオがしていることを調べたんだって","It's a message from Klaus. He investigated what
Leo is doing.",ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,2,,
0,,"たった今、隊長が手に入れた力は
混じりっ気なしの、純粋な竜力です","The power the captain just obtained is pure
Dragon Force, no impurities whatsoever.",ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,3,,
0,,竜力の本質は、癒やしの力だ,"The essence of Dragon Force is the power of
healing.",ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,4,,
0,,"黒騎士を倒せるかどうかわからねえが
セシリーを助けることならできるかもしれねえ","I don't know if we can defeat the Black Knight,
but we might be able to save Cecily.",ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,5,,
0,,俺なら、まず、そっちに賭けるね,I'll bet on that first.,ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,6,,
0,,あいつらが、賭けに勝つことを祈ろうか,Shall we pray that they win the bet?,ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,7,,
0,,なあ、イリス？,"Hey, Iris?",ui\00_message\event\st0430\ev005.gmd,\event\st0430\st0430ev005.arc,st0430ev005.arc,8,,
0,,擬竜は――いないんだね,"There are no pseudo-dragons, right?",ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,0,,
0,,はっきりしたね,It's clear now.,ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,1,,
0,,"擬竜は白竜の力で存在していたんだ
そんな予感はしたけどね","Pseudo-dragons existed with the White Dragon's
power. I had a hunch like that.",ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,2,,
0,,全財産賭けてなかったか？,Didn't you bet your entire fortune on it?,ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,3,,
0,,察してくださいよ,Please understand.,ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,4,,
0,,わたしは――信じてたよ,I believed—,ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,5,,
0,,リズ？,Lise?,ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,6,,
0,,わたし――,I...,ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,7,,
0,,おい！,Hey!,ui\00_message\event\st0430\ev010.gmd,\event\st0430\st0430ev010.arc,st0430ev010.arc,8,,
0,,再び目覚めし渦の流れ――,"Once again, the flow of the awakening vortex...",ui\00_message\event\st0431\ev000.gmd,\event\st0431\st0431ev000.arc,st0431ev000.arc,0,,
0,,断ち切る事など最早叶わぬ,It's no longer possible to cut it off.,ui\00_message\event\st0431\ev000.gmd,\event\st0431\st0431ev000.arc,st0431ev000.arc,1,,
0,,あっ！,Ah!,ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,0,,
0,,父と一緒に旅立った人です,"The person who set out on a journey with my
father.",ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,1,,
0,,ひどい傷です――ここで一体何が――,"It's a serious wound... What on earth is
happening here...?",ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,2,,
0,,こっちにも！,Over here too!,ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,3,,
0,,おい――セシリー,Hey— Cecily.,ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,4,,
0,,お父さん！,Dad!,ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,5,,
0,,"ごめん――遅かったね、お父さん
ごめんね――","I'm sorry— I'm late, Dad. I'm sorry—",ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,6,,
0,,息がある,He's breathing.,ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,7,,
0,,"戻るぞ
セシリー、村の受け入れ態勢を整えろ","Let's go back. Cecily, prepare the village for
the reception.",ui\00_message\event\st0432\ev000.gmd,\event\st0432\st0432ev000.arc,st0432ev000.arc,8,,
0,,神殿の奥で――,In the depths of the temple—,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,0,,
0,,一体、何が！？,What in the world!?,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,1,,
0,,命に代えてもここから出すなッ！,"Even if it costs us our lives, don't leave this
place!",ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,2,,
0,,ハアッ――！！,Haah—!!,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,3,,
0,,残った者はこれだけか――,The only ones left are—,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,4,,
0,,クッ――,Kuh—,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,5,,
0,,よく持ち堪えてくれた――,You endured it well—,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,6,,
0,,アデルドナハよ,Adair Donnchadh.,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,7,,
0,,貴様たち――,You people--,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,8,,
0,,手を貸してくれるのか、我らに――,Will you lend us a hand—,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,9,,
0,,あとは,The rest...,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,10,,
0,,彼らの力を信じよう！,Let's believe in their power!,ui\00_message\event\st0433\ev000.gmd,\event\st0433\st0433ev000.arc,st0433ev000.arc,11,,
0,,"良かった――予想よりたくさんあります
これだけあれば芯脈も浄化できるはず――","Good— there are more than expected. With this
many, we should be able to purify the Core Vein—",ui\00_message\event\st0434\ev000.gmd,\event\st0434\st0434ev000.arc,st0434ev000.arc,0,,
0,,そして、その後は――,"And then, after that—",ui\00_message\event\st0434\ev000.gmd,\event\st0434\st0434ev000.arc,st0434ev000.arc,1,,
0,,"いいえ、とにかく、早く戻りましょう
父やみんなが心配しています","No, anyway, let's hurry back. Father and everyone
are worried.",ui\00_message\event\st0434\ev000.gmd,\event\st0434\st0434ev000.arc,st0434ev000.arc,2,,
0,,"でも、あの――ひとつだけ言わせてください
隊長――ありがとう","But, um, just let me say one thing, Captain—
thank you.",ui\00_message\event\st0434\ev000.gmd,\event\st0434\st0434ev000.arc,st0434ev000.arc,3,,
0,,フィンダムの竜――精霊竜のウィルミアです,"The dragon of Phindym— the Spirit Dragon, Willmia.",ui\00_message\event\st0435\ev000.gmd,\event\st0435\st0435ev000.arc,st0435ev000.arc,0,,
0,,綺麗だね――,"It's beautiful, isn't it—",ui\00_message\event\st0435\ev000.gmd,\event\st0435\st0435ev000.arc,st0435ev000.arc,1,,
0,,"うん――
竜って、やっぱり、なんていうか美しいよ","Yeah— dragons, they're beautiful in their own
way, after all.",ui\00_message\event\st0435\ev000.gmd,\event\st0435\st0435ev000.arc,st0435ev000.arc,2,,
0,,"ケッ！　今は魔物だ！
美しい花にはトゲも毒もある――そう思え！","Tch! Right now, it's a monster! Beautiful flowers
have thorns and poison— think that way!",ui\00_message\event\st0435\ev000.gmd,\event\st0435\st0435ev000.arc,st0435ev000.arc,3,,
0,,"ウィルミア――
わたしがわかる？　ぜんぶ、もらいにきたよ","Willmia...
Do you understand me? I've come to take it all.",ui\00_message\event\st0435\ev000.gmd,\event\st0435\st0435ev000.arc,st0435ev000.arc,4,,
0,,お願いします,If you would be so kind,ui\00_message\event\st0435\ev000.gmd,\event\st0435\st0435ev000.arc,st0435ev000.arc,5,,
0,,なんだ！？,What!?,ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,0,,
0,,隊長、みなさん、,"Captain, everyone,",ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,1,,
0,,ありがとうございました,Thank you.,ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,2,,
0,,"""芯なる樹""が元に戻っても、竜がいなくては――
フィンダムは――癒やされません――","Even if the 'Core Tree' is restored, without the
dragon— Phindym won't be healed—",ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,3,,
0,,セシリー！？,Cecily!?,ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,4,,
0,,新たな竜が――必要――です――,We need— a new dragon—,ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,5,,
0,,待って！,Wait!,ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,6,,
0,,それが――覚者である――わたしの――,That's— the Arisen— my—,ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,7,,
0,,竜になる前に――出会えて――良かった――,Before becoming a dragon— I'm glad I met you—,ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,8,,
0,,わぁー（驚き）,Wow— (amazement),ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,9,,
0,,わぁー（驚き）,Wow— (amazement),ui\00_message\event\st0435\ev005.gmd,\event\st0435\st0435ev005.arc,st0435ev005.arc,10,,
0,,"芯なる樹――
聖なる不思議な場所――",The 'Core Tree'— a sacred and mysterious place—,ui\00_message\event\st0436\ev000.gmd,\event\st0436\st0436ev000.arc,st0436ev000.arc,0,,
0,,"この大いなる樹内は
全ての出来事を記憶している",This grand tree remembers all events within it.,ui\00_message\event\st0436\ev000.gmd,\event\st0436\st0436ev000.arc,st0436ev000.arc,1,,
0,,そう、精霊竜ウィルミアとの戦いも――,"Yes, even the battle with the Spirit Dragon
Willmia—",ui\00_message\event\st0436\ev000.gmd,\event\st0436\st0436ev000.arc,st0436ev000.arc,2,,
0,,芯なる樹が呼び覚ますウィルミアは,The Willmia awakened by the 'Core Tree'—,ui\00_message\event\st0436\ev000.gmd,\event\st0436\st0436ev000.arc,st0436ev000.arc,3,,
0,,過去を遥かに超えた試練となるだろう,Will likely become a trial far beyond the past.,ui\00_message\event\st0436\ev000.gmd,\event\st0436\st0436ev000.arc,st0436ev000.arc,4,,
0,,さぁ、その内なる竜力を研ぎ澄まし,"Now, sharpen your inner Dragon Force.",ui\00_message\event\st0436\ev000.gmd,\event\st0436\st0436ev000.arc,st0436ev000.arc,5,,
0,,試練に立ち向かうのです,And face the trial.,ui\00_message\event\st0436\ev000.gmd,\event\st0436\st0436ev000.arc,st0436ev000.arc,6,,
0,,"団長！
ここにもほどなく魔物が押し寄せます！","Captain! The monsters are approaching this place
shortly too!",ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,0,,
0,,援軍は必ず来る、持ちこたえるんだ,Reinforcements will definitely come; hold on!,ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,1,,
0,,あれを！,That thing!,ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,2,,
0,,ただいま戻りました！,I'm back!,ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,3,,
0,,おお！！,Oh!!,ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,4,,
0,,これならいける！！,This should work!!,ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,5,,
0,,ただいまよりこの場を放棄,"From now on, I abandon this place.",ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,6,,
0,,攻勢をかける！,Launch the attack!,ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,7,,
0,,いくぞ！,Let's go!,ui\00_message\event\st0437\ev000.gmd,\event\st0437\st0437ev000.arc,st0437ev000.arc,8,,
0,,まだ我らに逆らう、ヒトが残っていようとは――,So there are still humans left who defy us...,ui\00_message\event\st0440\ev000.gmd,\event\st0440\st0440ev000.arc,st0440ev000.arc,0,,
0,,潰してくれる！！,Crush them!!,ui\00_message\event\st0440\ev000.gmd,\event\st0440\st0440ev000.arc,st0440ev000.arc,1,,
0,,見事だ！　隊長,Impressive! Captain.,ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,0,,
0,,砦に囚われていた村人たちは解放したぞ,"The villagers who were trapped in the fortress
have been freed.",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,1,,
0,,おぬしらのおかげでティネス砦奪回だ！,"Thanks to you, we have recaptured Fort Thines!",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,2,,
0,,将軍、残念ながらネド王子はいないようです,"General, unfortunately, Prince Nedo doesn't seem
to be here.",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,3,,
0,,そうか――しかし砦は今やわれらの物,I see.. but at least now the fortress is ours.,ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,4,,
0,,この勢いで次は――ん？,"With this momentum, next— Huh?",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,5,,
0,,将軍？,General?,ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,6,,
0,,シッ！　聞こえんか？,Shh! Can't you hear that?,ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,7,,
0,,ジリアン、急ぎこの草笛の主を調べよ！,"Gillian, quickly investigate the owner of that
grass flute!",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,8,,
0,,"これは王家に伝わる""契りの歌""だ","That's the 'Song of the Covenant'
passed down from the royal family.",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,9,,
0,,王族以外で知る者はほとんどおらんはず,"There should be very few people who know it other
than the royal family.",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,10,,
0,,将軍、草笛を吹いていたのは少女だ,"General, the one playing the grass flute was a
young girl.",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,11,,
0,,"笛の調べは数日前、村に立ち寄った少年が
教えてくれたらしい","The melody was apparently taught to her by
a boy who visited the village a few days ago.",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,12,,
0,,その少年は、盗賊と一緒にいたって,The boy was with thieves at the time.,ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,13,,
0,,ネド王子！　王子に間違いないぞ！,Prince Nedo! There is no doubt about it!,ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,14,,
0,,なんと素晴らしい！,What a wonderful surprise!,ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,15,,
0,,しかし盗賊などと行動を共にしていたとは解せぬ,"However, I can't understand why he was with
thieves.",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,16,,
0,,"ふむ――奴らのアジトに出向くしかないようだ
準備を整え、西へ出発するぞ","Hmm... we should head to their hideout.
Prepare to leave for the west.",ui\00_message\event\st0440\ev005.gmd,\event\st0440\st0440ev005.arc,st0440ev005.arc,17,,
